timestamp,gpu,util,mem_used,mem_total,power
2026-08-02T19:53:44+09:00,0, 0, 11414, 49140, 234.69
2026-08-02T19:53:44+09:00,1, 0, 5293, 49140, 243.27
2026-08-02T19:54:14+09:00,0, 100, 11414, 49140, 184.84
2026-08-02T19:54:14+09:00,1, 0, 5293, 49140, 83.18
2026-08-02T19:54:44+09:00,0, 0, 11414, 49140, 80.01
2026-08-02T19:54:44+09:00,1, 0, 5293, 49140, 109.97
2026-08-02T19:55:14+09:00,0, 0, 11414, 49140, 120.28
2026-08-02T19:55:14+09:00,1, 0, 5293, 49140, 121.09
2026-08-02T19:55:44+09:00,0, 100, 11414, 49140, 230.29
2026-08-02T19:55:44+09:00,1, 100, 5293, 49140, 246.95
2026-08-02T19:56:14+09:00,0, 0, 11414, 49140, 166.39
2026-08-02T19:56:14+09:00,1, 0, 5293, 49140, 171.76
2026-08-02T19:56:44+09:00,0, 0, 11414, 49140, 107.67
2026-08-02T19:56:44+09:00,1, 0, 5293, 49140, 108.07
2026-08-02T19:57:14+09:00,0, 0, 11414, 49140, 111.93
2026-08-02T19:57:14+09:00,1, 0, 5293, 49140, 41.02
2026-08-02T19:57:44+09:00,0, 100, 11414, 49140, 228.55
2026-08-02T19:57:44+09:00,1, 100, 5293, 49140, 230.74
2026-08-02T19:58:14+09:00,0, 0, 11414, 49140, 124.69
2026-08-02T19:58:14+09:00,1, 0, 5293, 49140, 125.57
2026-08-02T19:58:44+09:00,0, 0, 11414, 49140, 171.61
2026-08-02T19:58:44+09:00,1, 100, 5293, 49140, 173.66
2026-08-02T19:59:14+09:00,0, 0, 11414, 49140, 231.11
2026-08-02T19:59:14+09:00,1, 0, 5293, 49140, 237.21
2026-08-02T19:59:44+09:00,0, 100, 11414, 49140, 168.25
2026-08-02T19:59:44+09:00,1, 0, 5293, 49140, 84.16
2026-08-02T20:00:14+09:00,0, 0, 11414, 49140, 83.55
2026-08-02T20:00:14+09:00,1, 0, 5293, 49140, 111.21
2026-08-02T20:00:44+09:00,0, 0, 11414, 49140, 119.24
2026-08-02T20:00:44+09:00,1, 0, 5293, 49140, 115.46
2026-08-02T20:01:14+09:00,0, 100, 11414, 49140, 230.41
2026-08-02T20:01:14+09:00,1, 100, 5293, 49140, 233.43
2026-08-02T20:01:44+09:00,0, 0, 11414, 49140, 174.06
2026-08-02T20:01:44+09:00,1, 0, 5293, 49140, 178.24
2026-08-02T20:02:15+09:00,0, 0, 11414, 49140, 86.07
2026-08-02T20:02:15+09:00,1, 0, 5293, 49140, 86.71
